cliente_id,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,churn
11882,33,Não Informar,Sul,Mensal,Cartão de Crédito,Básico,24.9,38,15,0,2,39,50,Mobile,Filmes,,"1,5","5,0",1
11883,33,Não Informar,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,3,21,0,2,4,21,Mobile,Infantil,"2,0","2,0","1,0",1
11884,39,,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,2,13,0,0,55,77,Desktop,Filmes,"4,0","4,5","4,5",0
11885,38,,Sudeste,Anual,Crédito Recorrente,Premium,38.0,10,10,0,2,0,47,Mobile,Novelas,"1,5","2,0",,1
11886,47,Masculino,Nordeste,Anual,Crédito Recorrente,Básico,22.0,8,13,0,0,78,13,Mobile,Novelas,"4,0",,"1,5",0
11887,36,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,21,7,0,2,57,101,Desktop,Esportes,,"5,0","5,0",0
11888,33,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,8,23,0,2,20,82,TV,Séries,,"4,5",,0
11889,35,,Sul,Mensal,Débito,Padrão,38.0,7,9,0,1,97,41,TV,Séries,"4,0","5,0","2,0",0
11890,28,Masculino,Sudeste,Mensal,Pix,Básico,24.9,28,10,0,2,119,6,Mobile,Documentários,,"5,0","1,0",0
11891,33,Masculino,Norte,Mensal,Débito,Padrão,38.0,6,39,0,0,0,19,Desktop,Séries,"1,0",,"1,5",1
11892,64,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,22,18,0,2,5,80,Desktop,Séries,,"4,0","1,0",0
11893,26,Não Informar,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,22,8,0,0,101,120,tv,Documentários,"3,0","4,5","1,5",0
11894,34,,Sul,Anual,Crédito Recorrente,Premium,38.0,10,29,0,1,10,57,Tablet,Esportes,,,"4,5",0
11895,32,Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,7,91,0,1,0,28,Tablet,Documentários,,,"1,0",1
11896,34,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,5,33,0,0,0,58,TV,Novelas,"4,0",,"2,5",0
11897,33,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,11,11,0,0,76,85,Desktop,Documentários,"2,5","3,5","5,0",0
11898,41,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,17,12,0,2,85,76,Desktop,Séries,"4,0",,"3,5",0
11899,18,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,6,8,0,0,30,96,Mobile,Séries,"4,0","3,5",,0
11900,51,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,43,16,0,3,63,115,tv,Documentários,"4,0",,,0
11901,46,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,13,2,0,2,63,62,tv,Filmes,"4,0","5,0","2,5",0
11902,21,Masculino,Norte,Anual,Crédito Recorrente,Premium,38.0,1,10,0,1,58,51,Desktop,Filmes,,"3,0","4,5",0
11903,18,Feminino,Norte,Anual,Crédito Recorrente,Padrão,32.0,28,21,1,2,9,122,Desktop,Séries,"4,5",,"3,5",0
11904,25,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,15,35,0,1,0,119,Desktop,Filmes,"5,0",,"1,5",0
11905,34,Feminino,Nordeste,Mensal,Crédito Recorrente,Premium,49.9,7,21,0,1,8,124,Mobile,Infantil,,,"3,0",0
11906,71,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,38.0,27,15,0,1,17,64,Tablet,Esportes,"4,0",,"1,0",0
11907,45,Feminino,Sul,Anual,Crédito Recorrente,Padrão,32.0,11,16,0,1,82,130,tv,Séries,"4,0",,"5,0",0
11908,18,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,3,25,0,1,11,188,Desktop,Filmes,"4,0","4,5","2,0",0
11909,29,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,3,35,0,2,0,63,Desktop,Filmes,"4,0",,"2,0",0
11910,37,Masculino,Sudeste,Mensal,Pix,Básico,24.9,22,12,0,3,2,22,Tablet,Documentários,,"1,0","1,0",1
11911,41,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,12,27,0,3,2,27,tv,Esportes,"2,0","2,5","1,5",1
11912,20,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,33,9,0,0,71,162,Mobile,Séries,"2,5",,"1,5",0
11913,36,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,2,14,0,2,38,68,Tablet,Séries,,"5,0","4,5",0
11914,28,,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,2,9,0,3,26,104,TV,Filmes,"4,5",,,0
11915,23,Outros,Centro-Oeste,Mensal,Boleto,Básico,24.9,19,50,0,2,0,26,tv,Esportes,"2,0",,"2,0",1
11916,41,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Básico,22.0,8,6,0,2,45,72,Desktop,Séries,,"4,0","1,5",0
11917,48,Feminino,Centro-Oeste,Mensal,Boleto,Básico,24.9,1,3,0,0,48,118,Tablet,Documentários,,"4,5","2,5",0
11918,48,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,10,28,0,0,20,55,TV,Séries,,"5,0",,0
11919,45,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,48,20,0,0,37,113,TV,Séries,"1,5",,"2,5",0
11920,31,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,3,37,0,3,0,11,mobile,Novelas,"2,0",,"3,5",1
11921,47,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,4,9,0,2,10,5,Mobile,Séries,,,"3,0",1
11922,42,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,2,18,0,1,62,94,tv,Filmes,"4,0","4,0","4,0",0
11923,39,,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,9,13,0,0,43,15,TV,Séries,"4,0","5,0","4,5",0
11924,30,Masculino,Sul,Mensal,Débito Automático,Básico,24.9,20,39,0,1,0,39,Mobile,Esportes,"2,0",,"2,0",1
11925,31,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,26,15,0,0,36,82,Tablet,Filmes,"4,5",,"4,0",0
11926,38,,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,0,0,0,1,19,78,Tablet,Novelas,,,"4,0",0
11927,69,Feminino,Sul,Mensal,Boleto,Básico,24.9,4,14,0,2,86,139,Mobile,Novelas,,"4,0","3,5",0
11928,41,Masculino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,38.0,14,13,0,1,72,39,tv,Infantil,,,,0
11929,30,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,12,65,0,0,0,18,Desktop,Filmes,,,"4,5",1
11930,27,Masculino,Sul,Mensal,Débito,Padrão,38.0,3,23,0,3,10,67,Tablet,Séries,"4,0","3,0","2,0",0
11931,31,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,7,51,0,1,0,15,tv,Documentários,"1,0",,"3,0",1
11932,66,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,4,25,0,1,3,25,Tablet,Filmes,"3,5","4,5",,0
11933,32,Feminino,Norte,Mensal,Boleto,Básico,24.9,1,12,1,0,46,129,Tablet,Séries,,"4,0","1,5",0
11934,49,Feminino,Sudeste,Mensal,Pix,Básico,24.9,5,7,0,0,10,31,Desktop,Séries,"1,0","4,5","2,5",0
11935,33,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,24,25,0,0,16,147,TV,Séries,,,,0
11936,41,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,5,18,0,0,67,106,Tablet,Documentários,,"4,5","3,0",0
11937,48,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,24,11,0,0,9,35,mobile,Infantil,"2,0","1,5",,1
11938,30,Feminino,Sudeste,Mensal,Pix,Básico,24.9,27,33,0,3,0,24,Desktop,Séries,,,"1,5",1
11939,29,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,1,18,0,0,9,21,TV,Esportes,,,"1,0",1
11940,59,Feminino,Norte,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,3,0,11,Mobile,Documentários,,"2,0","4,0",1
11941,50,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,5,19,0,2,11,8,tv,Infantil,"2,0",,"5,0",1
11942,48,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,22,32,0,0,0,6,Desktop,Esportes,,,,1
11943,48,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,1,21,0,2,7,107,TV,Séries,,,"4,5",0
11944,43,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,1,17,0,0,15,103,TV,Infantil,,"4,5","1,5",0
11945,64,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,38.0,18,15,0,1,117,79,tv,Documentários,"4,0","4,5","2,5",0
11946,38,Masculino,Sudeste,Mensal,Débito,Padrão,38.0,8,18,0,2,58,92,Mobile,Documentários,"2,0",,"4,5",0
11947,45,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,7,20,0,3,92,43,tv,Documentários,"3,5",,"1,5",0
11948,19,Masculino,Nordeste,Mensal,Boleto,Padrão,38.0,6,25,0,1,9,71,Tablet,Séries,,,"1,0",0
11949,27,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,3,42,0,2,0,203,Desktop,Infantil,"4,5",,,0
11950,22,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,3,26,0,2,13,93,Desktop,Infantil,"1,5",,"3,0",0
11951,54,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,0,0,0,2,51,89,Desktop,Documentários,,"5,0","3,0",0
11952,18,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,10,48,0,1,0,29,Mobile,Séries,"2,0",,"1,0",1
11953,32,Masculino,Sudeste,Mensal,Pix,Básico,24.9,21,20,0,3,19,46,Mobile,Séries,"5,0","4,0",,0
11954,18,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,19,9,0,3,37,133,Tablet,Documentários,"4,0",,,0
11955,27,,Norte,Anual,Crédito Recorrente,Básico,22.0,1,11,0,2,99,83,TV,Documentários,,"4,5","2,0",0
11956,31,Masculino,Sul,Mensal,Pix,Básico,24.9,21,35,0,4,0,61,mobile,Esportes,,,"1,5",0
11957,56,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,48,32,0,1,0,104,Mobile,Filmes,"4,0",,"5,0",0
11958,43,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,8,54,0,0,0,59,tv,Novelas,,,"3,5",0
11959,27,Outros,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,10,87,0,1,0,15,Mobile,Infantil,"2,0",,"3,0",1
11960,51,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,2,57,0,3,0,29,Tablet,Filmes,"2,0",,,1
11961,38,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,10,16,0,1,0,93,mobile,Documentários,"3,5","3,0","2,0",0
11962,38,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,12,29,0,0,0,73,mobile,Filmes,,"3,5","2,0",0
11963,22,Masculino,Sudeste,Mensal,Débito,Padrão,38.0,22,6,0,3,67,95,Desktop,Séries,"4,0","5,0","3,5",0
11964,25,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,9,10,0,1,42,165,Desktop,Esportes,"4,0",,"3,0",0
11965,27,,Sul,Mensal,Cartão de Crédito,Básico,24.9,3,41,0,3,0,18,TV,Filmes,"2,0",,,1
11966,38,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,26,33,0,0,0,81,TV,Séries,,,"1,0",0
11967,39,Não Informar,Sudeste,Mensal,Boleto,Básico,24.9,9,8,0,0,30,90,Mobile,Séries,"4,0",,"2,5",0
11968,58,Não Informar,Sudeste,Mensal,Débito,Básico,24.9,14,50,0,0,0,8,tv,Documentários,,,"3,0",1
11969,43,Masculino,Sudeste,Mensal,Débito,Premium,49.9,36,19,0,0,50,91,TV,Séries,"4,0","4,5",,0
11970,18,Masculino,Sul,Mensal,Pix,Padrão,38.0,30,25,0,1,1,21,Desktop,Séries,"2,0",,"4,0",1
11971,41,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,10,18,0,2,40,148,Tablet,Novelas,"4,0",,"1,0",0
11972,19,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,5,8,0,2,52,153,Desktop,Séries,,,"1,0",0
11973,25,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,21,4,0,1,35,47,Tablet,Séries,"4,0","4,0","3,0",0
11974,27,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,2,15,0,1,70,111,Desktop,Documentários,"4,0","4,5","4,5",0
11975,29,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,17,57,0,2,0,5,TV,Novelas,,,,1
11976,20,Masculino,Sudeste,Mensal,Pix,Básico,24.9,16,35,0,0,0,130,tv,Documentários,,,"3,5",0
11977,40,Masculino,Sudeste,Mensal,Pix,Premium,49.9,22,18,0,2,10,14,Mobile,Infantil,"2,0","1,5","4,5",1
11978,19,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,19,47,0,2,0,134,TV,Filmes,"4,0",,"2,5",0
11979,42,Masculino,Sudeste,Mensal,Débito,Básico,24.9,1,26,0,0,14,30,tv,Esportes,,"4,0","3,0",0
11980,67,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,5,17,0,0,88,94,Tablet,Documentários,"4,0",,,0
11981,20,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,8,11,0,1,66,73,mobile,Infantil,"3,0",,"1,0",0
11982,34,Masculino,Sudeste,Mensal,Débito,Básico,24.9,1,13,0,2,103,118,Tablet,Séries,,"4,5",,0
11983,18,,Sudeste,Anual,Crédito Recorrente,Premium,38.0,1,16,0,0,47,115,Mobile,Séries,,"5,0","2,0",0
11984,34,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,0,1,0,1,7,6,TV,Esportes,,"3,5","2,5",0
11985,46,,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,2,11,0,3,84,131,Desktop,Filmes,"4,0","4,0","2,0",0
11986,47,Masculino,Nordeste,Mensal,Débito,Padrão,38.0,2,16,0,2,52,70,Tablet,Séries,"4,0","4,5","4,0",0
11987,39,Feminino,Sudeste,Mensal,Débito,Básico,24.9,0,1,0,0,87,85,Tablet,Séries,,,"4,5",0
11988,49,,Sul,Anual,Crédito Recorrente,Básico,22.0,1,14,0,0,36,62,TV,Séries,,,"3,0",0
11989,71,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,35,19,0,0,85,133,tv,Séries,"4,0","4,0",,0
11990,60,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,6,17,0,1,50,40,mobile,Novelas,"4,0","4,5","5,0",0
11991,31,Masculino,Nordeste,Mensal,Débito,Básico,24.9,13,37,0,2,0,20,TV,Filmes,"2,5",,"1,0",1
11992,19,Feminino,Sul,Mensal,Débito,Padrão,38.0,11,38,0,3,0,38,Mobile,Séries,"4,0",,"3,0",1
11993,32,Feminino,Nordeste,Mensal,Cartão de Crédito,Premium,49.9,3,51,0,1,0,48,Desktop,Séries,"2,0",,"3,0",1
11994,25,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,1,32,64,mobile,Novelas,,,"2,5",0
11995,43,Feminino,Nordeste,Mensal,Débito Automático,Padrão,38.0,5,29,0,1,0,32,TV,Filmes,"2,0","1,5","3,5",1
11996,22,Feminino,Sudeste,Mensal,Pix,Básico,24.9,27,49,0,4,0,34,mobile,Documentários,"4,0",,"3,0",1
11997,37,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,37,11,0,2,7,31,TV,Filmes,,,"4,0",1
11998,48,Feminino,Nordeste,Mensal,Débito,Padrão,38.0,4,15,0,2,15,21,tv,Filmes,"1,5","1,5","4,5",1
11999,36,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,35,8,0,0,64,85,mobile,Séries,"4,0","4,5","3,0",0
12000,25,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,15,20,0,2,49,116,mobile,Filmes,,"3,5","4,5",0
12001,53,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,3,84,0,0,0,5,Mobile,Filmes,"2,0",,"2,5",1
12002,18,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,12,5,0,0,2,119,Desktop,Séries,,"4,0",,0
12003,33,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,37,27,0,0,17,66,Mobile,Esportes,"4,0",,"4,0",0
12004,37,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,29,40,0,3,0,123,Desktop,Filmes,"4,0",,"3,0",0
12005,38,Feminino,Sudeste,Mensal,Débito,Básico,24.9,3,6,0,1,53,32,Desktop,Filmes,,"3,0","4,5",0
12006,40,Feminino,Sudeste,Mensal,Pix,Básico,24.9,39,44,0,1,0,37,Tablet,Infantil,"2,0",,"3,0",1
12007,45,,Sul,Mensal,Crédito Recorrente,Básico,24.9,13,39,0,0,0,75,Mobile,Séries,"4,0",,,0
12008,37,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,6,35,0,3,0,77,mobile,Infantil,,,,0
12009,33,,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,7,39,0,2,0,49,tv,Esportes,"4,0",,,1
12010,32,Outros,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,18,20,0,2,0,24,Mobile,Filmes,"1,0",,"2,0",1
12011,30,Outros,Sul,Mensal,Boleto,Básico,24.9,23,40,0,1,0,19,tv,Documentários,"2,0",,"5,0",1
12012,48,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,48,6,0,0,80,76,tv,Documentários,,"4,5",,0
12013,29,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,9,27,0,1,2,29,Desktop,Documentários,"1,0",,,1
12014,49,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,5,19,0,1,54,27,TV,Filmes,"2,0","4,5","2,0",0
12015,38,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,3,43,0,2,0,127,Desktop,Esportes,,,"5,0",0
12016,31,,Sul,Mensal,Cartão de Crédito,Padrão,38.0,2,15,0,0,66,51,TV,Documentários,"4,0","3,0","1,0",0
12017,46,,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,16,13,0,2,25,28,Tablet,Documentários,"2,5",,"4,0",1
12018,28,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,1,9,0,0,0,26,Desktop,Infantil,,"2,0","1,0",1
12019,46,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,1,8,0,2,83,169,mobile,Filmes,,,,0
12020,40,Feminino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,8,22,0,1,5,48,Desktop,Novelas,,,"4,0",0
12021,30,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,9,11,0,1,99,80,TV,Séries,"4,0","3,0","4,5",0
12022,44,Masculino,Nordeste,Mensal,Pix,Básico,24.9,6,24,1,1,2,36,mobile,Novelas,,,"1,0",1
12023,45,Feminino,Sudeste,Mensal,Débito Automático,Padrão,38.0,48,27,0,1,0,48,Mobile,Séries,"2,0",,"3,5",1
12024,53,Outros,Sudeste,Mensal,Débito,Básico,24.9,2,9,0,0,117,68,tv,Séries,,"4,5","2,5",0
12025,50,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,3,20,0,1,78,62,Tablet,Séries,,,"3,5",0
12026,44,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,8,17,0,2,36,35,tv,Esportes,,,,0
12027,23,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,48,52,0,1,0,20,tv,Documentários,,,,1
12028,69,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Básico,22.0,3,9,0,0,6,109,Mobile,Séries,,"3,5","1,0",0
12029,19,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,1,14,0,2,54,120,Desktop,Novelas,,"4,5","3,0",0
12030,50,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,19,44,0,0,0,24,tv,Novelas,"1,5",,"3,5",1
12031,43,Masculino,Sul,Mensal,Pix,Básico,24.9,3,11,0,3,2,37,Desktop,Séries,"2,0","1,5","2,5",1
12032,22,Masculino,Sudeste,Mensal,Débito Automático,Padrão,38.0,2,58,0,1,0,45,Desktop,Séries,"2,0",,"1,0",1
12033,36,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,11,28,0,2,1,24,TV,Documentários,"3,0","1,5","5,0",1
12034,36,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,2,15,0,0,44,93,Desktop,Filmes,,"4,0","4,5",0
12035,54,Masculino,Centro-Oeste,Mensal,Pix,Básico,24.9,38,49,0,1,0,69,Mobile,Filmes,"4,5",,"1,5",0
12036,28,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,0,0,0,3,19,35,Tablet,Filmes,,,"2,5",1
12037,34,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,0,0,0,3,79,142,Desktop,Esportes,,"4,0","4,5",0
12038,18,Não Informar,Sudeste,Anual,Crédito Recorrente,Premium,38.0,27,81,0,0,0,11,Mobile,Documentários,,,"3,5",1
12039,60,Feminino,Centro-Oeste,Mensal,Boleto,Básico,24.9,12,12,1,2,16,28,Mobile,Séries,,,"3,0",1
12040,24,Feminino,Sudeste,Mensal,Pix,Básico,24.9,33,16,0,0,91,122,Mobile,Séries,"4,0","5,0","5,0",0
12041,42,Feminino,Norte,Mensal,Débito,Padrão,38.0,6,29,0,2,2,22,mobile,Documentários,"2,0","1,0","2,0",1
12042,36,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,48,6,0,0,65,150,Mobile,Séries,"4,0",,"4,5",0
12043,36,Masculino,Nordeste,Mensal,Pix,Básico,24.9,2,8,0,2,92,118,Tablet,Esportes,"4,0",,"2,0",0
12044,48,Masculino,Sul,Mensal,Crédito Recorrente,Padrão,38.0,2,20,0,2,13,5,TV,Séries,"2,5","2,5","4,0",1
12045,59,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,0,0,0,2,58,159,Tablet,Infantil,,,"2,0",0
12046,41,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,5,11,0,0,79,105,mobile,Esportes,"4,0",,"4,0",0
12047,46,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,14,7,0,0,110,116,Tablet,Infantil,"4,0","5,0","1,0",0
12048,42,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,3,23,0,2,9,113,Mobile,Documentários,"1,5","3,5","3,0",0
12049,51,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,23,44,0,0,0,61,TV,Séries,,,"1,5",0
12050,31,Feminino,Norte,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,2,37,144,tv,Filmes,,"4,5","2,5",0
12051,51,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,25,36,0,1,0,51,Mobile,Séries,"4,0",,"4,0",0
12052,52,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,0,1,0,1,83,117,Desktop,Séries,,,"1,0",0
12053,52,Feminino,Nordeste,Mensal,Débito Automático,Padrão,38.0,11,54,0,0,0,57,mobile,Filmes,"4,0",,"3,5",0
12054,29,Feminino,Sul,Mensal,Pix,Básico,24.9,1,9,0,0,77,127,mobile,Séries,,"4,5","4,0",0
12055,35,Feminino,Nordeste,Mensal,Débito,Básico,24.9,8,7,0,1,40,50,tv,Esportes,"4,0","4,0",,0
12056,41,Não Informar,Sudeste,Mensal,Débito,Padrão,38.0,3,14,0,1,25,70,Mobile,Filmes,"4,0","4,5",,0
12057,20,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,5,44,0,0,0,47,Tablet,Filmes,"2,0",,"2,0",1
12058,58,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,3,28,0,3,12,70,Mobile,Documentários,"3,5","4,0","2,0",0
12059,37,Masculino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,0,0,0,3,77,55,tv,Infantil,,,,0
12060,41,,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,25,17,0,2,65,89,TV,Séries,"3,0",,"3,0",0
12061,30,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,13,13,0,3,53,62,TV,Documentários,"4,0",,"2,5",0
12062,20,Masculino,Sudeste,Mensal,Débito,Básico,24.9,0,0,0,1,72,147,Desktop,Esportes,,,"5,0",0
12063,30,,Sul,Mensal,Crédito Recorrente,Básico,24.9,3,10,0,0,43,127,mobile,Esportes,,"4,5","2,0",0
12064,40,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,14,17,0,1,31,66,tv,Infantil,"2,0",,"3,0",0
12065,46,Masculino,Sudeste,Mensal,Débito,Básico,24.9,7,59,1,0,0,33,TV,Esportes,"2,0",,"1,5",1
12066,40,Feminino,Sudeste,Mensal,Débito,Básico,24.9,7,35,0,0,0,27,Desktop,Séries,"2,0",,,1
12067,42,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,2,60,80,Mobile,Filmes,,"5,0",,0
12068,33,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,0,0,0,0,124,97,TV,Séries,,,"2,0",0
12069,44,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,48,13,0,1,95,25,TV,Séries,,,,0
12070,57,Feminino,Nordeste,Mensal,Pix,Premium,49.9,20,27,0,3,2,6,Mobile,Filmes,"2,0","1,5","4,0",1
12071,47,Feminino,Sudeste,Mensal,Pix,Básico,24.9,4,39,0,0,0,70,Desktop,Séries,"4,0",,"4,0",0
12072,48,Não Informar,Sul,Mensal,Pix,Básico,24.9,25,5,0,1,40,56,TV,Séries,,,"2,0",0
12073,41,Masculino,Sudeste,Mensal,Boleto,Padrão,38.0,27,20,0,0,67,93,Tablet,Esportes,,"4,5","4,5",0
12074,18,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,13,31,0,3,0,76,tv,Filmes,,,"3,0",0
12075,24,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,1,1,0,1,98,98,mobile,Infantil,,,,0
12076,43,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,6,21,0,0,19,85,mobile,Séries,"4,0","3,5","3,5",0
12077,37,Masculino,Sudeste,Mensal,Pix,Padrão,38.0,35,17,0,2,57,44,TV,Séries,,,"5,0",0
12078,43,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Básico,24.9,5,6,0,1,73,78,TV,Novelas,"4,0","4,0",,0
12079,59,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,45,26,0,3,14,75,tv,Documentários,"4,0","4,5","2,0",0
12080,47,Masculino,Sudeste,Mensal,Débito,Básico,24.9,47,101,0,0,0,15,mobile,Séries,"2,0",,"3,5",1
